time,timestamp,frontend_currencyservice,checkoutservice_cartservice,checkoutservice_productcatalogservice,checkoutservice_paymentservice,frontend_recommendationservice,checkoutservice_emailservice,adservice_mysql,frontend_adservice,checkoutservice_currencyservice,recommendationservice_productcatalogservice,frontend_shippingservice,gateway_nats,cartservice_redis-cart,frontend_checkoutservice,frontend_productcatalogservice,frontend_cartservice,checkoutservice_shippingservice,productcatalogservice_mysql
2022-08-21 09:33:59.86739684 +0000 UTC m=+5220.675219199,1661074439,0.005322580645161289,0.003,0.005,0.003,0.022244897959183673,0.003,7.812,0.018194444444444444,0.0032857142857142855,0.007599999999999999,0.003,0.0228,0.6742666666666667,0.175,0.005523809523809525,0.00309009009009009,0.003,14.3024
2022-08-21 09:34:59.834042922 +0000 UTC m=+5280.641865282,1661074499,0.012327586206896545,0.003,0.00625,0.003,0.02233333333333333,0.003,6.972,0.017763157894736842,0.0041111111111111105,0.007395833333333334,0.003,0.0228,0.6149333333333333,0.2125,0.005536437246963562,0.00305607476635514,0.003,14.024933333333333
2022-08-21 09:35:59.820107143 +0000 UTC m=+5340.627929503,1661074559,0.006693548387096777,0.003181818181818182,0.008125,0.003,0.02357142857142857,0.003333333333333333,7.056,0.018008474576271184,0.0036956521739130435,0.0074375,0.003,0.0228,0.5758,0.19375,0.005277777777777778,0.00301980198019802,0.003,13.455066666666667
2022-08-21 09:36:59.658536457 +0000 UTC m=+5400.466358820,1661074619,0.004900497512437811,0.0031538461538461538,0.00625,0.003,0.02430232558139535,0.003,7.308,0.018632075471698113,0.004090909090909091,0.008375,0.0029090909090909093,0.0228,0.7306,0.15,0.0060526315789473685,0.003017699115044248,0.003,14.797733333333333
2022-08-21 09:38:00.026804679 +0000 UTC m=+5460.834627041,1661074680,0.015749999999999993,0.003,0.007,0.003,0.021470588235294116,0.003,7.308,0.017361111111111112,0.0036,0.007986111111111112,0.0031111111111111114,0.0228,0.6336,0.175,0.005142487046632125,0.003076923076923077,0.003,14.168266666666666
2022-08-21 09:39:00.132486194 +0000 UTC m=+5520.940308555,1661074740,0.012884615384615388,0.003,0.005,0.003,0.019565217391304353,0.003,8.316,0.018421052631578946,0.004142857142857143,0.0090625,0.003,0.0228,0.709,0.175,0.006104972375690608,0.003033898305084746,0.003,15.627333333333334
2022-08-21 09:39:59.833146571 +0000 UTC m=+5580.640968940,1661074799,0.00397907949790795,0.003,0.0044,0.003,0.02118181818181818,0.003,8.064,0.01908653846153846,0.021250000000000005,0.0071875,0.0029090909090909093,0.0228,0.6426666666666666,0.225,0.00504360465116279,0.003090909090909091,0.003,14.428
2022-08-21 09:41:00.062246656 +0000 UTC m=+5640.870069023,1661074860,0.004847826086956521,0.003,0.005555555555555557,0.003,0.02194915254237288,0.003,6.636,0.018307692307692306,0.004333333333333334,0.0075,0.003,0.0228,0.7198,0.23125,0.005475746268656718,0.0031071428571428574,0.003,16.333466666666666
2022-08-21 09:41:59.883718299 +0000 UTC m=+5700.691540660,1661074919,0.004324200913242009,0.003,0.005833333333333333,0.003,0.022172131147540984,0.003,8.652,0.018571428571428572,0.00875,0.00743421052631579,0.003,0.0228,0.6207999999999999,0.3125,0.004476744186046512,0.002982300884955752,0.003,16.051733333333335
2022-08-21 09:43:00.037588671 +0000 UTC m=+5760.845411032,1661074980,0.004915887850467289,0.003461538461538461,0.005,0.003,0.02241803278688525,0.005,8.064,0.018632075471698113,0.004473684210526317,0.008154761904761904,0.003,0.0228,0.8724,0.3125,0.005918560606060606,0.003045454545454545,0.003,18.752
2022-08-21 09:43:59.982577584 +0000 UTC m=+5820.790399945,1661075039,0.004744075829383887,0.003,0.0035714285714285713,0.003,0.02085820895522388,0.003,7.812,0.01761904761904762,0.004333333333333334,0.006217948717948718,0.003,0.0228,0.682,0.25,0.004576119402985075,0.0030499999999999998,0.003,16.500933333333336
2022-08-21 09:44:59.9240757 +0000 UTC m=+5880.731898070,1661075099,0.004009259259259259,0.003,0.0075,0.003,0.02359375,0.003,8.316,0.018375,0.003,0.006484375,0.003,0.0228,0.6307333333333334,0.175,0.004498470948012232,0.003,0.003,15.286
2022-08-21 09:45:59.780803825 +0000 UTC m=+5940.588626206,1661075159,0.008409090909090908,0.003,0.01,0.003,0.02304347826086956,0.003,7.56,0.018333333333333333,0.0175,0.008231707317073171,0.003,0.0228,0.6583333333333333,0.175,0.006224662162162162,0.0030185185185185185,0.003,14.2144
2022-08-21 09:46:59.858177009 +0000 UTC m=+6000.665999375,1661075219,0.021086956521739125,0.003,0.008333333333333331,0.003,0.02125,0.003,8.064,0.01986111111111111,0.0375,0.007666666666666666,0.003,0.0228,0.745,0.19375,0.005964419475655431,0.003033613445378151,0.003,14.982266666666666
2022-08-21 09:47:59.805744899 +0000 UTC m=+6060.613567259,1661075279,0.004700934579439252,0.003,0.00625,0.003,0.023695652173913038,0.003,7.056,0.018289473684210526,0.0375,0.006833333333333334,0.003173913043478261,0.0228,0.6532,0.2,0.00593,0.003018348623853211,0.003,14.196666666666665
2022-08-21 09:48:59.862470035 +0000 UTC m=+6120.670292412,1661075339,0.00410204081632653,0.003,0.003,0.003,0.020694444444444442,0.003,7.308,0.01875,0.0034285714285714284,0.00722972972972973,0.003,0.0228,0.6398666666666667,0.1375,0.004796721311475411,0.003037735849056604,0.003,14.984399999999999
2022-08-21 09:49:59.753682411 +0000 UTC m=+6180.561504780,1661075399,0.005543478260869564,0.003,0.0075,0.003,0.020108695652173915,0.004,8.148,0.018365384615384613,0.02125,0.006382978723404255,0.002931034482758621,0.0228,0.7253999999999999,0.175,0.004584699453551913,0.003033333333333333,0.003,17.116933333333336
2022-08-21 09:50:59.866757863 +0000 UTC m=+6240.674580232,1661075459,0.0048190476190476195,0.003,0.006428571428571428,0.003,0.0229,0.005,7.728,0.019409090909090907,0.0045,0.007239583333333333,0.003,0.0228,0.6908,0.3125,0.005784313725490196,0.003054054054054054,0.0032222222222222222,16.383866666666666
2022-08-21 09:51:59.960741308 +0000 UTC m=+6300.768563680,1661075519,0.004603375527426159,0.003,0.005625,0.003,0.021666666666666664,0.003,8.904,0.020294117647058827,0.06041666666666667,0.008154761904761904,0.003,0.0228,0.7184666666666667,0.375,0.006711409395973154,0.003017857142857143,0.003,15.321466666666668
2022-08-21 09:52:59.882964745 +0000 UTC m=+6360.690787106,1661075579,0.004428571428571428,0.003,0.006,0.003,0.02035714285714286,0.003,8.064,0.017924528301886792,0.0175,0.008306451612903226,0.003,0.0228,0.6569333333333333,0.34375,0.0054776422764227645,0.00309009009009009,0.003,15.77
2022-08-21 09:54:00.073397851 +0000 UTC m=+6420.881220219,1661075640,0.038500000000000006,0.003,0.0065,0.003,0.021911764705882356,0.004,7.644,0.01721153846153846,0.01749999999999999,0.00675,0.003,0.0228,0.625,0.25,0.004593442622950819,0.0030181818181818187,0.003,14.78
2022-08-21 09:55:00.065205381 +0000 UTC m=+6480.873027749,1661075700,0.004258064516129032,0.003,0.00625,0.003,0.02421875,0.003,8.4,0.01838235294117647,0.0075,0.007937499999999998,0.003,0.0228,0.6777333333333333,0.29166666666666663,0.004871345029239766,0.0030695652173913044,0.003,15.591866666666666
2022-08-21 09:56:00.027934406 +0000 UTC m=+6540.835756766,1661075760,0.004311203319502075,0.003,0.004,0.003,0.019595588235294115,0.003,8.316,0.018275862068965518,0.0045,0.006534090909090909,0.003,0.0228,0.7125333333333334,0.175,0.0042592592592592595,0.003048780487804878,0.003,17.0332
2022-08-21 09:56:59.963585017 +0000 UTC m=+6600.771407389,1661075819,0.004293023255813953,0.003,0.008055555555555555,0.0035,0.0245,0.003,8.232,0.02027777777777778,0.003933333333333333,0.007840909090909091,0.003,0.0228,0.5879333333333333,0.25,0.004909638554216867,0.003019417475728155,0.0027142857142857142,14.300266666666666
2022-08-21 09:57:59.921071859 +0000 UTC m=+6660.728894219,1661075879,0.004969230769230769,0.003,0.005,0.003,0.0230188679245283,0.003,7.224,0.01721153846153846,0.004333333333333333,0.007651515151515151,0.0028461538461538463,0.0228,0.6606666666666666,0.15625,0.004901315789473684,0.0030366972477064223,0.003,15.371866666666667
2022-08-21 09:58:59.856397566 +0000 UTC m=+6720.664219926,1661075939,0.004427312775330396,0.003,0.005,0.003,0.019692307692307693,0.003,8.988,0.019198113207547173,0.005,0.006810344827586207,0.0030800000000000003,0.0228,0.6237999999999999,0.3125,0.004993103448275862,0.003017543859649123,0.003,15.6096
2022-08-21 10:00:00.047389333 +0000 UTC m=+6780.855211694,1661076000,0.004594470046082949,0.003,0.0035,0.003,0.02130597014925373,0.003,8.484,0.0175,0.004,0.0069886363636363635,0.002942857142857143,0.0228,0.8074,0.225,0.005144230769230769,0.003014705882352941,0.003,17.63853333333333
2022-08-21 10:00:59.666607119 +0000 UTC m=+6840.474429479,1661076059,0.018653846153846167,0.003,0.0035714285714285713,0.003,0.02203125,0.003,7.896,0.01795918367346939,0.025,0.007548076923076923,0.003,0.0228,0.6234,0.3125,0.005939597315436242,0.003,0.003,15.044
2022-08-21 10:02:00.010797415 +0000 UTC m=+6900.818619776,1661076120,0.00425,0.003,0.004125,0.003,0.020862068965517244,0.0034000000000000002,7.728,0.01857142857142857,0.01,0.0068902439024390244,0.003,0.0228,0.6522666666666667,0.225,0.005064935064935065,0.0030727272727272725,0.0031333333333333335,15.437866666666666
2022-08-21 10:02:59.968537172 +0000 UTC m=+6960.776359533,1661076179,0.004393665158371041,0.003,0.0036666666666666666,,0.027343750000000003,0.003,8.316,0.0173828125,,0.00698529411764706,0.003,0.0228,0.6087333333333333,0.25,0.004921146953405018,0.003036036036036036,0.003,15.44
2022-08-21 10:04:00.0676751 +0000 UTC m=+7020.875497469,1661076240,0.004048780487804878,0.003,0.0037272727272727275,0.003,0.02105263157894737,0.003,8.652,0.01762295081967213,0.0075,0.007589285714285713,0.003,0.0228,0.6732,0.375,0.005649038461538461,0.003,0.003,16.375333333333334
2022-08-21 10:05:00.015367182 +0000 UTC m=+7080.823189543,1661076300,0.006470588235294116,0.003,0.005,0.003,0.019642857142857146,,8.148,0.018644067796610167,0.004,0.006640625,0.003,0.0228,0.6388666666666667,0.175,0.004830882352941177,0.0030707964601769913,0.003,15.193733333333334
2022-08-21 10:06:00.000213647 +0000 UTC m=+7140.808036048,1661076360,0.0045,0.003,0.0075,0.003,0.02193877551020408,0.003,8.484,0.017924528301886792,0.004200000000000001,0.008846153846153847,0.003,0.0228,0.6133333333333334,0.175,0.00558011049723757,0.003037037037037037,0.003,13.8184
2022-08-21 10:07:00.014928237 +0000 UTC m=+7200.822750607,1661076420,0.004826530612244898,0.0034000000000000002,0.006666666666666666,0.003,0.0218421052631579,0.0036666666666666666,8.82,0.019183673469387756,0.01375,0.006388888888888888,0.003,0.0228,0.6729333333333333,0.19,0.005337837837837838,0.003034782608695652,0.003,15.831733333333334
2022-08-21 10:08:00.048980336 +0000 UTC m=+7260.856802696,1661076480,0.0043457943925233646,0.003,0.0055,0.003,0.0228125,0.003,7.224,0.016923076923076923,0.0041111111111111105,0.004764705882352942,0.003,0.0228,0.6093333333333334,0.175,0.004307291666666666,0.0030194174757281547,0.003,14.797066666666668
2022-08-21 10:08:59.960700289 +0000 UTC m=+7320.768522649,1661076539,0.004969230769230769,0.003,0.004692307692307693,0.003,0.022941176470588232,0.0035,8.148,0.0183203125,0.004411764705882353,0.007894736842105263,0.003,0.0228,0.647,0.33333333333333337,0.005765086206896551,0.0030185185185185185,0.003,15.019866666666667
2022-08-21 10:09:59.753638395 +0000 UTC m=+7380.561460756,1661076599,0.004838709677419355,0.003,0.00625,0.003,0.023695652173913048,0.004,7.98,0.01902777777777778,0.0175,0.006176470588235294,0.003,0.0228,0.6440666666666667,0.25,0.004584415584415584,0.0030186915887850463,0.003,14.324399999999999
2022-08-21 10:10:59.780577065 +0000 UTC m=+7440.588399432,1661076659,0.00452153110047847,0.0032222222222222222,0.0065,0.003,0.020789473684210528,0.0036666666666666666,7.392,0.01903061224489796,0.004454545454545455,0.006724137931034482,0.003,0.0228,0.7251333333333333,0.1375,0.005073170731707317,0.003016949152542373,0.003,15.704
2022-08-21 10:11:59.885553742 +0000 UTC m=+7500.693376103,1661076719,0.004942583732057417,0.003,0.003,0.003,0.020555555555555556,0.003,8.4,0.018705357142857145,0.004,0.00553030303030303,0.003,0.0228,0.6242666666666666,0.175,0.004705128205128205,0.003037735849056604,0.003,14.124266666666667
2022-08-21 10:12:59.748362248 +0000 UTC m=+7560.556184608,1661076779,0.004826530612244898,0.003,0.004714285714285714,0.003,0.021651785714285714,0.0035,7.392,0.0175,0.0038571428571428567,0.007364864864864865,0.003,0.0228,0.7816666666666666,0.25,0.004834254143646409,0.0030338983050847454,0.003,16.5996
2022-08-21 10:13:59.711762339 +0000 UTC m=+7620.519584700,1661076839,0.0042315270935960585,0.003,0.005,0.003,0.02156779661016949,0.004333333333333333,8.316,0.017857142857142856,0.004428571428571428,0.007162162162162164,0.0030625,0.0228,0.6244,0.15625,0.005964419475655431,0.003017543859649123,0.003,15.970133333333333
2022-08-21 10:14:59.786754048 +0000 UTC m=+7680.594576408,1661076899,0.003803493449781659,0.003,0.004538461538461538,0.003,0.021454545454545455,0.0038000000000000004,8.148,0.01785714285714286,0.03333333333333334,0.005743243243243243,0.003,0.0228,0.6202666666666666,0.235,0.00480722891566265,0.003018348623853211,0.003,15.484
2022-08-21 10:15:59.976760062 +0000 UTC m=+7740.784582431,1661076959,0.00474585635359116,0.003,0.006666666666666666,0.003,0.019964285714285712,0.003,8.484,0.01718085106382979,0.004142857142857143,0.007777777777777777,0.0030952380952380953,0.0228,0.7776666666666666,0.25,0.005179487179487179,0.0030325203252032523,0.003,16.782666666666668
2022-08-21 10:16:59.758935527 +0000 UTC m=+7800.566757895,1661077019,0.004614035087719298,,0.003,,0.02212765957446808,0.003,8.652,0.020528846153846154,,0.006447368421052632,0.003,0.0228,0.5458666666666667,0.175,0.004773333333333333,0.003018867924528302,0.003,12.3792
2022-08-21 10:17:59.965013467 +0000 UTC m=+7860.772835835,1661077079,0.004133047210300429,0.003,0.005625,0.003,0.021700000000000004,0.003,8.064,0.019456521739130435,0.004142857142857143,0.006370967741935484,0.003,0.0228,0.5850666666666667,0.125,0.0055882352941176465,0.0030555555555555557,0.003,14.014266666666666
2022-08-21 10:18:59.871615045 +0000 UTC m=+7920.679437416,1661077139,0.0037649402390438243,0.003,0.0064285714285714285,0.003,0.01944444444444444,0.003,7.896,0.01838235294117647,0.004538461538461538,0.006693548387096775,0.003,0.0228,0.6472666666666667,0.33333333333333337,0.00537037037037037,0.003091743119266055,0.003,14.502533333333332
2022-08-21 10:19:59.996066214 +0000 UTC m=+7980.803888586,1661077199,0.004788888888888889,0.003,0.006666666666666666,0.003,0.023649999999999997,0.003,8.568,0.0175,0.004555555555555556,0.008448275862068965,0.003,0.0228,0.6734666666666667,0.25,0.005659090909090909,0.003,0.003,16.0276
2022-08-21 10:21:00.289658434 +0000 UTC m=+8041.097480795,1661077260,0.004803738317757009,0.003,0.0065625,0.003,0.019467213114754096,0.003,7.644,0.01902777777777778,0.00625,0.008525641025641026,0.003,0.0228,0.6853333333333333,0.3125,0.0059959349593495925,0.0031071428571428574,0.003,14.727466666666666
2022-08-21 10:21:59.89056868 +0000 UTC m=+8100.698391041,1661077319,0.004343283582089552,0.003,0.0045,0.003,0.02193877551020408,0.0034000000000000002,7.056,0.019951923076923075,0.003999999999999999,0.006071428571428571,0.003,0.0228,0.5068666666666667,0.125,0.004470967741935484,0.003,0.003,13.355733333333333
2022-08-21 10:23:00.053069573 +0000 UTC m=+8160.860891934,1661077380,0.004639024390243902,0.003,0.005,0.003,0.021440677966101697,0.003,8.316,0.017370689655172418,0.06944444444444445,0.00722972972972973,0.003,0.0228,0.6836,0.375,0.005619047619047619,0.0030892857142857146,0.003,15.5812
2022-08-21 10:23:59.967891448 +0000 UTC m=+8220.775713809,1661077439,0.004512690355329949,0.003,0.006785714285714286,0.003,0.026136363636363638,0.003,7.812,0.0175,0.004647058823529412,0.006195652173913043,0.003,0.0228,0.823,0.2,0.004519756838905775,0.0030504201680672267,0.003,16.936666666666667
2022-08-21 10:24:59.717655246 +0000 UTC m=+8280.525477607,1661077499,0.004152380952380952,0.003,0.0035,0.003,0.024184782608695648,0.004,8.064,0.018588709677419355,0.0045,0.007352941176470587,0.003,0.0228,0.6164,0.25,0.005288888888888889,0.0030943396226415097,0.003,14.768666666666666
2022-08-21 10:25:59.85860271 +0000 UTC m=+8340.666425085,1661077559,0.004429787234042554,0.003,0.004666666666666666,0.003,0.024150943396226414,0.003,7.812,0.018235294117647058,0.05892857142857143,0.007279411764705882,0.003,0.0228,0.7757999999999999,0.5,0.00525219298245614,0.0030634920634920633,0.003,17.53066666666667
2022-08-21 10:26:59.963344109 +0000 UTC m=+8400.771166469,1661077619,0.004378995433789955,0.003,0.0075,0.003,0.024361702127659576,0.003,7.644,0.02,0.05357142857142857,0.007804878048780488,0.0029375,0.0228,0.7121333333333333,0.3125,0.00624074074074074,0.003086206896551724,0.003,15.528
2022-08-21 10:27:59.930611545 +0000 UTC m=+8460.738433906,1661077679,0.0039350649350649355,0.0031538461538461538,0.008333333333333333,0.003,0.021785714285714283,0.003,7.308,0.01795918367346939,0.005,0.006634615384615385,0.0029333333333333334,0.0228,0.6942,0.2125,0.0047868852459016405,0.003067226890756302,0.003,15.838133333333333
2022-08-21 10:28:59.887591313 +0000 UTC m=+8520.695413683,1661077739,0.006136363636363639,0.003,0.007499999999999999,0.003,0.022692307692307692,0.003,7.896,0.020691489361702124,0.04375,0.008541666666666666,0.0030833333333333333,0.0228,0.6264666666666667,0.5833333333333333,0.006913357400722023,0.003019047619047619,0.002777777777777778,12.880933333333333
2022-08-21 10:29:59.765216461 +0000 UTC m=+8580.573038821,1661077799,0.003974137931034483,0.003,0.0046,0.003,0.021065573770491803,0.003,7.644,0.01880434782608696,0.003461538461538461,0.007279411764705882,0.003,0.0228,0.6464666666666667,0.225,0.005488636363636363,0.0030350877192982456,0.003,15.211466666666666
2022-08-21 10:30:59.815114857 +0000 UTC m=+8640.622937229,1661077859,0.004293532338308458,0.003,0.005,0.003,0.022299999999999997,0.0036666666666666666,7.224,0.0175,0.005,0.0075,0.002923076923076923,0.0228,0.6410666666666667,0.29166666666666663,0.0050560538116591934,0.0030373831775700934,0.003,13.8468
2022-08-21 10:31:59.804445342 +0000 UTC m=+8700.612267702,1661077919,0.004300448430493274,0.0035,0.004,0.003,0.02036764705882353,0.003,8.232,0.017862903225806453,0.0047777777777777775,0.007358490566037735,0.003,0.0228,0.7060666666666667,0.225,0.005381679389312976,0.0030819672131147543,0.003,16.826666666666668
2022-08-21 10:32:59.850754338 +0000 UTC m=+8760.658576699,1661077979,0.004313807531380753,0.0036666666666666666,0.005,0.003,0.023392857142857146,0.003,9.156,0.01883064516129032,0.0375,0.006904761904761905,0.003,0.0228,0.7069333333333333,0.2,0.005303347280334728,0.0030166666666666666,0.003,16.173066666666667
2022-08-21 10:34:00.099901851 +0000 UTC m=+8820.907724223,1661078040,0.004741935483870968,0.003,0.0046,0.003,0.0204296875,0.0034000000000000002,7.728,0.018035714285714283,0.0035,0.0071428571428571435,0.003,0.0228,0.6521333333333333,0.175,0.0050729166666666665,0.003016949152542373,0.003,15.833866666666667
2022-08-21 10:34:59.928277436 +0000 UTC m=+8880.736099796,1661078099,0.004857142857142858,0.003,0.01,0.003,0.020580357142857147,0.003,7.812,0.019078947368421056,0.005,0.006465517241379311,0.003,0.0228,0.614,0.25,0.004440514469453376,0.0030185185185185185,0.0026,14.826133333333333
2022-08-21 10:35:59.899822916 +0000 UTC m=+8940.707645286,1661078159,0.004295238095238095,0.003,0.007,0.003,0.018585526315789472,0.003,7.812,0.019705882352941177,0.00375,0.0072058823529411765,0.0029333333333333334,0.0228,0.7111333333333333,0.375,0.0054761904761904765,0.003049586776859504,0.003,15.730266666666667
2022-08-21 10:36:59.730193935 +0000 UTC m=+9000.538016296,1661078219,0.004813471502590674,0.0032,0.01225,0.003,0.023382352941176472,0.004,7.392,0.01896739130434783,0.004076923076923077,0.007327586206896552,0.003,0.0228,0.7128666666666666,0.225,0.005923423423423423,0.003054054054054054,0.002777777777777778,16.579733333333333
2022-08-21 10:37:59.812203568 +0000 UTC m=+9060.620025940,1661078279,0.004779904306220096,0.003,0.0036666666666666666,0.003,0.020677966101694912,0.003,8.904,0.018776595744680852,0.0038571428571428567,0.007692307692307692,0.003,0.0228,0.6698666666666667,0.175,0.005871428571428572,0.0030344827586206895,0.0026,15.193733333333334
2022-08-21 10:38:59.757953793 +0000 UTC m=+9120.565776154,1661078339,0.004933014354066985,0.003,0.005,0.003,0.023043478260869565,0.003,8.316,0.01825,0.075,0.008243243243243244,0.002928571428571429,0.0228,0.6539333333333333,0.25,0.006408898305084745,0.003,0.003,14.8396
2022-08-21 10:39:59.966579479 +0000 UTC m=+9180.774401849,1661078399,0.005089285714285714,0.003,0.0034285714285714284,0.003,0.021764705882352943,0.0035,7.812,0.01890625,0.0042727272727272735,0.008467741935483872,0.003,0.0228,0.5984666666666667,0.19375,0.005947916666666667,0.003,0.003,14.540133333333333
2022-08-21 10:40:59.69273202 +0000 UTC m=+9240.500554382,1661078459,0.03642857142857143,0.003,0.004333333333333333,0.003,0.02308139534883721,0.003,7.98,0.01738805970149254,0.0625,0.007777777777777777,0.003,0.0228,0.5869333333333333,0.175,0.005610328638497653,0.00307843137254902,0.003,13.169066666666668
2022-08-21 10:41:59.988400863 +0000 UTC m=+9300.796223234,1661078519,0.011199999999999996,0.003,0.0042727272727272735,0.003,0.0235,0.003,8.316,0.019705882352941177,0.0175,0.006818181818181819,0.003,0.0228,0.7098666666666666,0.3333333333333333,0.004519582245430809,0.003067226890756302,0.003,16.153200000000002
2022-08-21 10:43:00.210868198 +0000 UTC m=+9361.018690558,1661078580,0.008181818181818184,0.003,0.00375,0.003,0.023392857142857146,0.003,8.316,0.0184,0.01,0.01,0.003,0.0228,0.5382666666666667,0.175,0.006482412060301508,0.00302,0.0027142857142857142,13.9568
2022-08-21 10:44:00.012036527 +0000 UTC m=+9420.819858890,1661078640,0.0049347826086956524,0.003,0.0046,0.003,0.02220338983050847,0.003,8.4,0.018295454545454545,0.005,0.006282051282051282,0.003,0.0228,0.8522666666666666,0.25,0.00463323782234957,0.00308,0.003,16.694666666666667
2022-08-21 10:45:00.086305979 +0000 UTC m=+9480.894128342,1661078700,0.004351351351351351,0.003,0.008333333333333331,0.003,0.02236111111111111,0.003,7.644,0.01953125,0.0038571428571428567,0.0069375,0.003,0.0228,0.7275333333333333,0.1375,0.006058467741935484,0.003086206896551724,0.003,15.704
2022-08-21 10:45:59.879878297 +0000 UTC m=+9540.687700668,1661078759,0.004911330049261083,0.003,0.004555555555555556,0.003,0.0203125,0.003,7.224,0.016954545454545455,0.005,0.0065,0.003076923076923077,0.0228,0.6342666666666666,0.625,0.004926666666666667,0.003,0.003,13.470666666666666
2022-08-21 10:46:59.748599355 +0000 UTC m=+9600.556421715,1661078819,0.004484978540772532,0.003181818181818182,0.0075,0.003,0.022647058823529412,0.003,8.232,0.017806122448979594,0.0041111111111111105,0.008076923076923077,0.003,0.0228,0.7418666666666667,0.1,0.00640224358974359,0.0030317460317460317,0.003,16.522933333333334
2022-08-21 10:48:00.110687905 +0000 UTC m=+9660.918510279,1661078880,0.004414634146341463,0.003,0.005,0.003,0.02232142857142857,0.0036666666666666666,8.316,0.018727272727272728,0.033333333333333326,0.00625,0.003,0.0228,0.8270666666666667,0.1875,0.004692307692307692,0.003044776119402985,0.0028666666666666667,17.753466666666668
2022-08-21 10:48:59.808711754 +0000 UTC m=+9720.616534116,1661078939,0.0048529411764705885,0.003,0.0061111111111111106,0.003,0.0246875,0.003,7.56,0.017236842105263158,0.05625,0.00810344827586207,0.003,0.0228,0.7098666666666666,0.19375,0.004936708860759493,0.003,0.003,16.745066666666666
2022-08-21 10:49:59.907276667 +0000 UTC m=+9780.715099038,1661078999,0.008499999999999997,0.003,0.005833333333333333,0.003,0.02138392857142857,0.003,7.56,0.02018867924528302,0.06250000000000001,0.007016129032258064,0.003,0.0228,0.6294666666666667,0.225,0.005338645418326693,0.003082474226804124,0.003,13.980933333333333
2022-08-21 10:50:59.790533699 +0000 UTC m=+9840.598356068,1661079059,0.005625000000000005,0.003,0.004333333333333333,0.003,0.02095238095238095,0.003,8.148,0.018114754098360653,0.06666666666666665,0.0075,0.003,0.0228,0.6691333333333334,0.175,0.006116071428571428,0.0030344827586206895,0.0032857142857142855,15.134133333333333
2022-08-21 10:51:59.784672972 +0000 UTC m=+9900.592495332,1661079119,0.004271111111111111,0.003,0.0064285714285714285,0.003,0.020972222222222222,0.003,8.064,0.018671875,0.005,0.007222222222222221,0.003,0.0228,0.5842666666666666,0.225,0.005853909465020577,0.003058252427184466,0.003,13.587066666666667
2022-08-21 10:53:00.175809599 +0000 UTC m=+9960.983631960,1661079180,0.004791208791208792,0.0036666666666666666,0.0036666666666666666,0.003,0.021785714285714283,0.003,6.72,0.02,0.0175,0.00830357142857143,0.003,0.0228,0.5883333333333334,0.625,0.005946502057613168,0.003019417475728155,0.003,13.250666666666666
2022-08-21 10:54:00.012930094 +0000 UTC m=+10020.820752453,1661079240,0.0038000000000000004,0.003,0.0067857142857142855,0.003,0.022259615384615388,0.003,7.392,0.019545454545454546,0.004555555555555556,0.007083333333333334,0.003,0.0228,0.5192666666666667,0.15,0.004901960784313725,0.00306,0.003,14.046933333333332
2022-08-21 10:54:59.96021923 +0000 UTC m=+10080.768041601,1661079299,0.0046995305164319245,0.003,0.005,0.003,0.021926229508196723,0.004,8.4,0.019183673469387756,0.0625,0.008026315789473685,0.003,0.0228,0.7104,0.2,0.005088383838383837,0.003015625,0.003,16.701066666666666
2022-08-21 10:55:59.831606266 +0000 UTC m=+10140.639428627,1661079359,0.004737864077669903,0.003,0.00875,0.003,0.02232142857142857,0.0038000000000000004,7.728,0.0193,0.0075,0.009166666666666668,0.003,0.0228,0.7766000000000001,0.23125,0.005538461538461539,0.003033898305084746,0.0028823529411764704,16.353333333333335
2022-08-21 10:56:59.957592891 +0000 UTC m=+10200.765415252,1661079419,0.0039382716049382715,0.003,0.005833333333333333,0.003,0.021388888888888888,0.003,8.316,0.018076923076923074,0.03749999999999999,0.0075735294117647055,0.003,0.0228,0.6436000000000001,0.1,0.006462093862815884,0.0030545454545454548,0.003,14.907733333333333
2022-08-21 10:57:59.952557862 +0000 UTC m=+10260.760380222,1661079479,0.004086956521739131,0.003,0.0045,0.003,0.021886792452830185,0.003,7.644,0.01790178571428571,0.004200000000000001,0.005681818181818182,0.003,0.0228,0.6123333333333334,0.175,0.004803174603174603,0.0030380952380952386,0.003,14.3024
2022-08-21 10:58:59.851223516 +0000 UTC m=+10320.659045876,1661079539,0.007756410256410256,0.003,0.0065625,0.003,0.020875,0.003,7.476,0.0178125,0.0032,0.0075,0.003,0.0228,0.6882,0.16428571428571428,0.00566747572815534,0.003017857142857143,0.0028666666666666667,15.359066666666667
2022-08-21 10:59:59.937686525 +0000 UTC m=+10380.745508885,1661079599,0.004454545454545455,0.003,0.005454545454545455,0.003,0.023125,0.003,7.56,0.018076923076923077,0.006875,0.007352941176470588,0.003,0.0228,0.7019333333333333,0.25,0.005970464135021098,0.0030341880341880345,0.003,15.6976
2022-08-21 11:01:00.065762685 +0000 UTC m=+10440.873585054,1661079660,0.004114754098360656,0.003,0.007777777777777778,0.003,0.030319148936170215,0.003,8.652,0.017650000000000002,0.0047777777777777775,0.008175675675675675,0.003,0.0228,0.6722666666666667,0.175,0.006782868525896414,0.003032786885245902,0.003,17.264533333333333
