Time,TimeStamp,PodName,CpuUsage(m),CpuUsageRate(%),MemoryUsage(Mi),MemoryUsageRate(%),SyscallRead,SyscallWrite,NetworkReceiveBytes,NetworkTransmitBytes,PodClientLatencyP90(s),PodServerLatencyP90(s),PodClientLatencyP95(s),PodServerLatencyP95(s),PodClientLatencyP99(s),PodServerLatencyP99(s),PodWorkload(Ops),PodSuccessRate(%),NodeCpuUsageRate(%),NodeMemoryUsageRate(%),NodeNetworkReceiveBytes
2023-01-27 02:09:04.00870448 +0000 UTC m=+1.742694075,1674785344,ts-route-service-b6c59fb57-mlhgm,41.639287626786725,8.327857525357345,401.1875,20.059375,524,472,5753.620474406991,34532.77153558053,0.03500000000000001,0.03750000000000002,0.04249999999999999,0.06249999999999996,0.0485,0.0925,0.6,0,10.224533806697567,46.248967807800625,111154.66666666667
2023-01-27 02:10:03.862247976 +0000 UTC m=+61.596237571,1674785403,ts-route-service-b6c59fb57-mlhgm,22.702276947002964,4.540455389400593,401.81640625,20.0908203125,394,336,5661.702127659574,35471.45390070922,0.0046,0.045,0.0048,0.0475,0.00496,0.0495,0.6666666666666666,0,8.842961206259215,46.50645173487572,92988.46666666666
2023-01-27 02:11:03.753565218 +0000 UTC m=+121.487554845,1674785463,ts-route-service-b6c59fb57-mlhgm,32.7156753410107,6.543135068202139,403.10546875,20.1552734375,394,330,5275.081526951851,29397.08421254556,0.0046,0.02472727272727273,0.0048,0.03500000000000001,0.00496,0.047,1,0,9.048949864293188,46.572024145674185,91681.13333333333
2023-01-27 02:12:03.942265902 +0000 UTC m=+181.676255496,1674785523,ts-route-service-b6c59fb57-mlhgm,21.088308799013063,4.217577244015387,403.4921875,20.174609375,448,396,6258.214425971985,38669.85207487891,0.016000000000000004,0.03250000000000002,0.020499999999999994,0.04124999999999999,0.0241,0.04825000000000001,0.8666666666666667,0,20.585960993327767,58.0680289367536,4366058.766666667
2023-01-27 02:13:03.624119505 +0000 UTC m=+241.358109107,1674785583,ts-route-service-b6c59fb57-mlhgm,18.124129457859418,3.6246608407330294,404.0078125,20.200390625,380,306,6046.94062890226,54288.96583040073,0.0046,0.059999999999999984,0.0048,0.07999999999999995,0.00496,0.09600000000000003,0.7333333333333333,0,8.704110979351952,58.11232934523948,98713.66666666667
2023-01-27 02:14:03.921152898 +0000 UTC m=+301.655142493,1674785643,ts-route-service-b6c59fb57-mlhgm,45.34647814501666,9.069295629003333,404.77734375,20.238867187500002,433.99999999999994,366,5958.233791910372,46160.804020100506,0.07000000000000002,0.0475,0.08499999999999998,0.1599999999999999,0.097,0.23199999999999998,0.9333333333333333,0,15.879315494926471,57.42720986708658,1097477.5
2023-01-27 02:15:03.461706122 +0000 UTC m=+361.195695716,1674785703,ts-route-service-b6c59fb57-mlhgm,47.06995904178153,9.413991808356306,405.29296875,20.2646484375,376,318,4458.173983301912,32546.94317263668,0.0046,0.0235,0.0048,0.02425,0.00496,0.02485,0.7333333333333333,0,9.999999999773513,55.05296655392343,72739.46666666666
2023-01-27 02:16:04.018851441 +0000 UTC m=+421.752841053,1674785764,ts-route-service-b6c59fb57-mlhgm,21.545257189245028,4.308961885161566,405.80859375,20.2904296875,528,454.0000000000001,8812.663571127057,59397.80498100464,0.07000000000000002,0.02434375,0.08499999999999998,0.028750000000000005,0.097,0.04574999999999997,0.6,0,13.885598240048292,55.38763467287588,84793.53333333334
2023-01-27 02:17:03.974154048 +0000 UTC m=+481.708143642,1674785823,ts-route-service-b6c59fb57-mlhgm,28.544102427226733,5.708697981196823,405.80859375,20.2904296875,534,460,6280.242317157822,41501.86155108223,0.016000000000000004,0.0235,0.020499999999999994,0.02425,0.0241,0.02485,0.8,0,9.383866186516176,55.66700046471519,94956.66666666667
2023-01-27 02:18:04.051554382 +0000 UTC m=+541.785543983,1674785884,ts-route-service-b6c59fb57-mlhgm,21.566036398355493,4.313207279671099,407.74609375,20.3873046875,326,272,6380.904522613066,39190.07537688442,0.016000000000000004,0.03624999999999999,0.020499999999999994,0.04312499999999998,0.0241,0.048625,0.8,0,14.315493916215715,55.72091230543863,95054.53333333334
