Time,TimeStamp,PodName,CpuUsage(m),CpuUsageRate(%),MemoryUsage(Mi),MemoryUsageRate(%),SyscallRead,SyscallWrite,NetworkReceiveBytes,NetworkTransmitBytes,PodClientLatencyP90(s),PodServerLatencyP90(s),PodClientLatencyP95(s),PodServerLatencyP95(s),PodClientLatencyP99(s),PodServerLatencyP99(s),PodWorkload(Ops),PodSuccessRate(%),NodeCpuUsageRate(%),NodeMemoryUsageRate(%),NodeNetworkReceiveBytes
2023-01-27 02:19:03.896819565 +0000 UTC m=+601.630809159,1674785943,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2256.7844925883696,36404.84606613455,0.025,0.42500000000000004,0.175,0.4625,0.2349999999999999,0.4925,0.2,0,3.2192989829338714,38.44446043639317,25799.366666666665
2023-01-27 02:20:03.603321092 +0000 UTC m=+661.337310687,1674786003,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2369.7510600465052,42841.36916974422,0.17500000000000004,0.475,0.21250000000000002,0.4875,0.24249999999999997,0.4975,0.06666666666666667,0,3.2789634785512556,38.44850992307195,23180.066666666666
2023-01-27 02:21:03.874821256 +0000 UTC m=+721.608810851,1674786063,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1305.0499871827737,38616.70084593694,0.019,0.0475,0.021999999999999992,0.04875,0.0244,0.04975,0,0,3.281440140994052,38.53889153840243,22071.733333333334
2023-01-27 02:22:03.665355568 +0000 UTC m=+781.399345161,1674786123,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1460.364561254769,42375.22961706938,0.0044,NaN,0.004699999999999999,NaN,0.004939999999999999,NaN,0.06666666666666667,0,3.061224489797565,38.54550244737801,20391
2023-01-27 02:23:04.064384802 +0000 UTC m=+841.798374397,1674786184,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2457.482691283508,55290.076335877864,0.01975,0.0475,0.022374999999999992,0.04875,0.024475,0.04975,0.06666666666666667,0,3.4613122742231828,38.560553852684066,25034.3
2023-01-27 02:24:03.657620421 +0000 UTC m=+901.391610016,1674786243,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2281.9581736265213,41138.79362517652,0.01750000000000001,0.0475,0.021250000000000005,0.04875,0.024249999999999997,0.04975,0.13333333333333333,0,3.6168338018702006,38.6312247135781,20391.033333333333
2023-01-27 02:25:03.894465711 +0000 UTC m=+961.628455305,1674786303,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2100.005924521595,36755.021032051656,0.016000000000000004,0.0475,0.020499999999999994,0.04875,0.0241,0.04975,0.06666666666666667,0,3.3355710329845856,38.642104659715045,50295.73333333333
2023-01-27 02:26:03.591523162 +0000 UTC m=+1021.325512756,1674786363,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,3089.145032517316,35506.15978427537,0.03624999999999999,0.0925,0.04312499999999998,0.09625,0.048625,0.09925,0.2,0,3.1311647429205114,38.636128007689145,23159.233333333334
2023-01-27 02:27:03.971893699 +0000 UTC m=+1081.705883298,1674786423,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1847.4075975359344,39323.15195071869,0.03500000000000001,0.095,0.04249999999999999,0.0975,0.0485,0.0995,0.06666666666666667,0,3.332913570924656,38.666206423803175,51447.73333333333
2023-01-27 02:28:03.789843127 +0000 UTC m=+1141.523832745,1674786483,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1632.5729703213146,2799.0352383288364,0.2750000000000002,0.475,0.3874999999999999,0.4875,0.4775,0.4975,0.2,0,3.0807974816428496,38.6312247135781,22490.8
2023-01-27 02:29:03.933594936 +0000 UTC m=+1201.667584544,1674786543,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2367.55571793935,63362.33623884337,0.016000000000000004,0.0475,0.020499999999999994,0.04875,0.0241,0.04975,0.06666666666666667,0,3.0342454255491536,38.650106055080336,22296.033333333333
2023-01-27 02:30:03.650464748 +0000 UTC m=+1261.384454342,1674786603,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2565.9657320872275,48783.411214953274,0.08499999999999998,0.4,0.15249999999999997,0.4499999999999999,0.2304999999999999,0.49000000000000005,0.26666666666666666,0,2.8931345790405905,38.700773427561145,24460.833333333332
2023-01-27 02:31:03.961953443 +0000 UTC m=+1321.695943036,1674786663,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2530.4299889746417,39533.572216097025,0.16000000000000003,0.475,0.20499999999999993,0.4875,0.241,0.4975,0.13333333333333333,0,2.8458697112243914,38.628663291281285,20906.4
2023-01-27 02:32:03.769775245 +0000 UTC m=+1381.503764844,1674786723,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1316.222042576125,40497.50741040151,0.0044,NaN,0.004699999999999999,NaN,0.004939999999999999,NaN,0,0,2.9598219908533396,38.68164814107826,22061.166666666668
2023-01-27 02:33:04.016050134 +0000 UTC m=+1441.750039747,1674786784,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,3076.0902714242147,47754.269594388534,0.3750000000000001,0.95,0.43750000000000006,0.975,0.48749999999999993,0.995,0.2,0,3.001427252125155,38.67984294822146,21048.933333333334
2023-01-27 02:34:03.545485824 +0000 UTC m=+1501.279475418,1674786843,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1692.2946750902527,34870.4309566787,0.033749999999999995,0.08,0.041875,0.08999999999999997,0.04837499999999999,0.098,0.2,0,3.3253558382641324,38.67157321337745,23905.7
2023-01-27 02:35:03.835430318 +0000 UTC m=+1561.569419921,1674786903,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2168.6998099675106,39139.214123705024,0.14500000000000005,0.475,0.1974999999999999,0.4875,0.23950000000000002,0.4975,0.13333333333333333,0,3.112416107380067,38.75385585535038,22292.4
2023-01-27 02:36:03.665091804 +0000 UTC m=+1621.399081439,1674786963,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1689.6469323137583,36332.337654579125,0.16000000000000003,0.475,0.20499999999999993,0.4875,0.241,0.4975,0.06666666666666667,0,2.8575025176209468,38.72431411819378,20750.933333333334
2023-01-27 02:37:04.036701995 +0000 UTC m=+1681.770691590,1674787024,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1784.5944103612815,38251.78161987978,0.3250000000000001,0.475,0.4124999999999998,0.4875,0.4825,0.4975,0.06666666666666667,0,3.1835912923164233,38.7042130517883,21907.2
2023-01-27 02:38:03.774660561 +0000 UTC m=+1741.508650154,1674787083,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1331.3267663869633,36747.35497993432,0.0046,NaN,0.0048,NaN,0.00496,NaN,0,0,3.515838053285336,38.69382099561265,23747.266666666666
2023-01-27 02:39:04.001885565 +0000 UTC m=+1801.735875160,1674787144,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1546.4689697340264,45808.009782941,22,NaN,25.99999999999999,NaN,29.200000000000003,NaN,0,0,3.0520570948798897,38.74980636867161,23317.333333333332
2023-01-27 02:40:04.084346359 +0000 UTC m=+1861.818335954,1674787204,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1776.0594893393,39903.19821005528,16.000000000000007,NaN,22.999999999999986,NaN,28.600000000000005,NaN,0,0,2.9571134540196886,38.73477935786363,22386.766666666666
2023-01-27 02:41:04.028304905 +0000 UTC m=+1921.762294524,1674787264,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2355.6241626376186,36105.260092037046,12.000000000000012,0.0475,20.99999999999999,0.04875,28.2,0.04975,0.06666666666666667,0,3.076341964990903,38.72197224637955,21559.466666666667
2023-01-27 02:42:04.041735885 +0000 UTC m=+1981.775725480,1674787324,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,4235.940919037199,69608.04157549233,0.2299999999999999,0.4,17.999999999999968,0.4499999999999999,27.599999999999994,0.49000000000000005,0.2,0,3.679617353364417,38.7212404114376,23442.7
2023-01-27 02:43:04.126880564 +0000 UTC m=+2041.860870158,1674787384,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1908.2320737081052,40742.75604219522,16.000000000000007,NaN,22.999999999999986,NaN,28.600000000000005,NaN,0,0,3.714884696024223,38.74212210178116,20985.733333333334
2023-01-27 02:44:03.946772285 +0000 UTC m=+2101.680761878,1674787443,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1185.7277326744322,35305.74185198258,0.00045,NaN,0.000475,NaN,0.000495,NaN,0,0,2.881989665164486,38.751806717512935,20784.6
2023-01-27 02:45:04.055858855 +0000 UTC m=+2161.789848449,1674787504,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2134.095238095238,47360.304761904765,0.16000000000000003,0.475,0.20499999999999993,0.4875,0.241,0.4975,0.06666666666666667,0,3.125917845003834,38.757758975040765,25484.233333333334
2023-01-27 02:46:03.966170763 +0000 UTC m=+2221.700160358,1674787563,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1731.3688212927757,38582.19264892269,16.000000000000007,NaN,22.999999999999986,NaN,28.600000000000005,NaN,0,0,2.9582317841797767,38.76619947137122,23001.966666666667
2023-01-27 02:47:03.730828514 +0000 UTC m=+2281.464818108,1674787623,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,3988.326653306613,63041.482965931864,13.000000000000004,0.4625,21.5,0.48124999999999996,28.29999999999999,0.49625,0.2,0,3.335850956689823,38.799619933720145,25381.333333333332
2023-01-27 02:48:04.088512227 +0000 UTC m=+2341.822501821,1674787684,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2831.4439695223937,4533.2651923434305,0.2125,0.20500000000000002,14.999999999999984,0.2275,26.999999999999996,0.2455,0.2,0,3.2005033557140017,38.790325629957415,23430.5
2023-01-27 02:49:03.907239299 +0000 UTC m=+2401.641228895,1674787743,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2854.5894227736303,44239.161672449445,13.000000000000004,0.0475,21.5,0.04875,28.29999999999999,0.04975,0.13333333333333333,0,3.1705371015868122,38.78247060158052,24209.266666666666
2023-01-27 02:50:04.055965616 +0000 UTC m=+2461.789955215,1674787804,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2249.4397248136756,62763.53781206025,0.00045,NaN,0.000475,NaN,0.000495,NaN,0,0,2.7659842784514055,38.86085012386307,21523.533333333333
2023-01-27 02:51:03.702533752 +0000 UTC m=+2521.436523353,1674787863,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1191.0636878959654,33525.28620651328,0.00045,NaN,0.000475,NaN,0.000495,NaN,0,0,2.8718982239677504,38.82684419356058,48530.53333333333
2023-01-27 02:52:04.147234917 +0000 UTC m=+2581.881224510,1674787924,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2017.5794455713321,37819.90288278321,0.0033999999999999994,NaN,0.004199999999999997,NaN,0.0048400000000000006,NaN,0.06666666666666667,0,3.195867629765159,38.85541015079459,21904.8
2023-01-27 02:53:03.780913099 +0000 UTC m=+2641.514902693,1674787983,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,49839.93919603648,41095.315842810494,16.000000000000007,NaN,22.999999999999986,NaN,28.600000000000005,NaN,0,0,3.271047659034021,38.91600608398782,50977.833333333336
2023-01-27 02:54:04.034060312 +0000 UTC m=+2701.768049907,1674788044,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1893.0359018723352,38199.71575109683,0.5,0.95,180,0.975,275.9999999999999,0.995,0.13333333333333333,0,2.8943499264815875,38.912346909278085,20989.533333333333
2023-01-27 02:55:04.206981943 +0000 UTC m=+2761.940971538,1674788104,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,3086.1062762363063,63036.29568956691,0.25,0.475,180,0.4875,275.9999999999999,0.4975,0.06666666666666667,0,3.070985064604592,38.94242532539211,24182.633333333335
2023-01-27 02:56:04.079279349 +0000 UTC m=+2821.813268944,1674788164,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,3708.989944469458,48502.776527089896,0.09000000000000002,0.22,17.999999999999986,0.23499999999999996,27.599999999999998,0.247,0.2,0,3.0613100729656395,38.977138696138475,24861
2023-01-27 02:57:04.058036734 +0000 UTC m=+2881.792026328,1674788224,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,3265.00672160851,38074.872873926,0.20499999999999993,0.45,15.499999999999995,0.475,27.099999999999987,0.495,0.33333333333333337,0,3.345927791770975,38.958672061103336,25343.2
2023-01-27 02:58:04.061713292 +0000 UTC m=+2941.795702906,1674788284,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1979.3645409317053,35491.01085481683,0.25,0.235,20,0.24249999999999997,27.999999999999986,0.24850000000000003,0.06666666666666667,0,2.983067938323458,38.95445181293811,23940
2023-01-27 02:59:04.055074125 +0000 UTC m=+3001.789063719,1674788344,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1981.5955585976121,46109.13377443152,16.000000000000007,NaN,22.999999999999986,NaN,28.600000000000005,NaN,0,0,3.07085623190968,38.951890390641296,51132.2
2023-01-27 03:00:04.156912276 +0000 UTC m=+3061.890901870,1674788404,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2247.8964986881388,4411.924364425948,0.14500000000000005,0.4,13.000000000000004,0.4499999999999999,26.599999999999973,0.49000000000000005,0.2,0,3.0857718627973596,38.978968283493344,26083.8
2023-01-27 03:01:03.955660097 +0000 UTC m=+3121.689649692,1674788463,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,4720.642768850433,50980.29975278121,0.1975,0.4,13.000000000000004,0.4499999999999999,26.599999999999973,0.49000000000000005,0.26666666666666666,0,3.127232987263018,39.01009566302417,28807.6
2023-01-27 03:02:03.779639561 +0000 UTC m=+3181.513629155,1674788523,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2584.027135368486,62640.4563675609,0.25,0.475,20,0.4875,27.999999999999986,0.4975,0,0,3.0986624177102073,38.983920366600515,25028.2
2023-01-27 03:03:04.236991525 +0000 UTC m=+3241.970981141,1674788584,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2596.027161244552,32699.554069119284,0.12250000000000003,0.45,0.18625,0.4749999999999999,0.2372499999999999,0.495,0.33333333333333337,0,3.3719660703765197,38.982920192179854,22806.766666666666
2023-01-27 03:04:03.786880475 +0000 UTC m=+3301.520870069,1674788643,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,4127.205264631755,45848.85186222346,0.034166666666666644,0.175,0.042083333333333306,0.2125,0.04841666666666667,0.24249999999999994,0.39999999999999997,0,2.9604434366360954,38.9689177502906,24084.866666666665
2023-01-27 03:05:03.848464184 +0000 UTC m=+3361.582453779,1674788703,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2940.1617891981914,38410.24268379728,0.03250000000000001,0.0925,0.04124999999999999,0.09625,0.04825,0.09925,0.2,0,3.3247974476372844,38.96040407046595,24951.466666666667
2023-01-27 03:06:03.832805058 +0000 UTC m=+3421.566794653,1674788763,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,278.73062459873427,242.0434742731358,0.0046,NaN,0.0048,NaN,0.00496,NaN,0,0,2.7324239244455595,38.982603063705014,21801.066666666666
2023-01-27 03:07:04.039590019 +0000 UTC m=+3481.773579614,1674788824,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1956.8070377848283,2948.8751081626765,0.04749999999999999,0.20500000000000002,0.16749999999999982,0.2275,0.23350000000000007,0.2455,0.2,0,2.899525150233695,38.967990759364135,22829.766666666666
2023-01-27 03:08:04.116726967 +0000 UTC m=+3541.850716575,1674788884,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1955.5870876197232,43502.80241220291,0.03500000000000001,0.095,0.04249999999999999,0.0975,0.0485,0.0995,0,0,3.3238446081635398,39.00060620327691,22528.466666666667
2023-01-27 03:09:04.025779332 +0000 UTC m=+3601.759768929,1674788944,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2768.643190056965,41341.468151216985,0.01825000000000001,0.45,0.021625,0.4749999999999999,0.024325,0.495,0.13333333333333333,0,2.955375509010061,39.033782720645185,23778
2023-01-27 03:10:03.719505537 +0000 UTC m=+3661.453495152,1674789003,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2127.060198714202,36341.72998246639,0.29999999999999993,0.475,0.3999999999999998,0.4875,0.4800000000000001,0.4975,0.06666666666666667,0,3.44263669909437,39.0239029489289,22102.066666666666
2023-01-27 03:11:04.223897389 +0000 UTC m=+3721.957886983,1674789064,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2807.7975619291324,45368.69602303017,0.023499999999999993,0.0475,18.99999999999998,0.04875,27.80000000000001,0.04975,0.13333333333333333,0,3.199966448580993,39.04036923512271,22590.7
2023-01-27 03:12:03.603121554 +0000 UTC m=+3781.337111149,1674789123,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2135.117532121499,37516.371602818406,0.095,0.22,41.99999999999998,0.23499999999999996,56.4,0.247,0.13333333333333333,0,2.87944929482965,39.013169369780336,23178.733333333334
2023-01-27 03:13:04.034153705 +0000 UTC m=+3841.768143299,1674789184,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2088.7491264849755,39275.64957753637,0.0475,0.095,41.99999999999998,0.0975,56.4,0.0995,0.13333333333333333,0,2.9841349786004723,39.00943701157641,23857.333333333332
2023-01-27 03:14:03.976123989 +0000 UTC m=+3901.710113583,1674789243,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1913.536498936924,34173.853786185464,0.12999999999999995,0.45,0.18999999999999984,0.4749999999999999,0.23800000000000007,0.495,0.13333333333333333,0,2.7568816978389976,39.06115334747401,24155.666666666668
2023-01-27 03:15:03.911006009 +0000 UTC m=+3961.644995603,1674789303,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2602.4592646435276,38656.005815009994,0.16000000000000003,0.235,0.20499999999999993,0.24249999999999997,0.241,0.24850000000000003,0.06666666666666667,0,2.877999664372588,39.03797857431235,21466.966666666667
2023-01-27 03:16:03.844525589 +0000 UTC m=+4021.578515184,1674789363,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1822.438250173594,59682.174387461564,0.003800000000000001,NaN,0.004399999999999999,NaN,0.00488,NaN,0,0,3.094339622639719,39.00709513976218,20462.166666666668
2023-01-27 03:17:03.888513246 +0000 UTC m=+4081.622502841,1674789423,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1832.7109486731288,48420.824725885905,0.17500000000000004,0.475,0.21250000000000002,0.4875,0.24249999999999997,0.4975,0.06666666666666667,0,2.8708133971247496,38.984481440056015,23014.7
2023-01-27 03:18:03.983388762 +0000 UTC m=+4141.717378365,1674789483,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2755.2347889640055,45861.6115475973,0.16000000000000003,0.235,0.20499999999999993,0.24249999999999997,0.241,0.24850000000000003,0,0,2.92154640472837,39.01058355298546,23450.766666666666
2023-01-27 03:19:03.595454653 +0000 UTC m=+4201.329444247,1674789543,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1088.0456117394149,2497.8969997196,0.05,0.42500000000000004,0.175,0.4625,0.2349999999999999,0.4925,0.06666666666666667,0,3.185996725848017,39.015145324123594,24889.1
2023-01-27 03:20:04.193885336 +0000 UTC m=+4261.927874930,1674789604,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2530.688886280953,37700.68067128271,0.1150000000000001,0.45,0.18249999999999994,0.4749999999999999,0.2365,0.495,0.2,0,3.140350140647885,39.02492751784762,52701.166666666664
2023-01-27 03:21:04.00032182 +0000 UTC m=+4321.734311430,1674789664,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2125.2611280732767,49857.46424554074,0.029999999999999992,0.0475,0.03999999999999997,0.04875,0.048000000000000015,0.04975,0.13333333333333333,0,2.9456256828239935,39.01438909468358,25151.5
2023-01-27 03:22:03.769849541 +0000 UTC m=+4381.503839138,1674789723,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1352.2706928447813,36432.83403950588,0.0046,NaN,0.0048,NaN,0.00496,NaN,0,0,3.115434609417733,39.069837788785115,23422.333333333332
2023-01-27 03:23:04.086823337 +0000 UTC m=+4441.820812930,1674789784,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,373.6167734420501,485.7309260337799,0.014500000000000004,0.0475,0.019749999999999993,0.04875,0.023950000000000003,0.04975,0.06666666666666667,0,3.0378047245454565,39.05632323685716,23592.033333333333
2023-01-27 03:24:04.020932739 +0000 UTC m=+4501.754922357,1674789844,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1725.8222452623695,35393.00731524682,0.0044,NaN,0.004699999999999999,NaN,0.004939999999999999,NaN,0,0,2.6837463250715676,39.05171267672289,20890.433333333334
2023-01-27 03:25:04.090085952 +0000 UTC m=+4561.824075545,1674789904,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2886.096322892163,75485.51442367215,0.027500000000000052,0.0475,0.03875000000000001,0.04875,0.04775,0.04975,0.06666666666666667,0,3.082867823087043,39.05734780577588,24235.166666666668
2023-01-27 03:26:03.879114685 +0000 UTC m=+4621.613104283,1674789963,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,949.9170550596413,1450.035547831582,0.020500000000000004,0.0475,0.02275,0.04875,0.024549999999999995,0.04975,0.06666666666666667,0,2.909686358490038,39.04397962083632,22317.2
2023-01-27 03:27:04.011364065 +0000 UTC m=+4681.745353681,1674790024,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2221.7870896155605,40687.74884145943,0.059999999999999984,0.22,0.07999999999999995,0.23499999999999996,0.09600000000000003,0.247,0.13333333333333333,0,3.0877163501912386,39.058909053652044,51091.2
2023-01-27 03:28:03.810381424 +0000 UTC m=+4741.544371018,1674790083,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1931.8431659948697,32899.021096162905,0.025,0.45,0.375,0.4749999999999999,0.4749999999999998,0.495,0.13333333333333333,0,2.9144968923195513,39.05398136504293,21953.366666666665
2023-01-27 03:29:03.888028225 +0000 UTC m=+4801.622017819,1674790143,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2491.817235833885,57942.247658688866,0.16000000000000003,0.235,0.20499999999999993,0.24249999999999997,0.241,0.24850000000000003,0.13333333333333333,0,3.0418729546042633,39.0243908388902,22076.766666666666
2023-01-27 03:30:03.800468217 +0000 UTC m=+4861.534457826,1674790203,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,2132.3013178339183,36915.635610289464,0.055000000000000035,0.09,0.07749999999999997,0.095,0.0955,0.099,0.2,0,3.304778701611666,39.1023800492037,22496
2023-01-27 03:31:04.308844226 +0000 UTC m=+4922.042833821,1674790264,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1791.6601051935372,38670.08913105099,0.07000000000000002,0.095,0.08499999999999998,0.0975,0.097,0.0995,0.13333333333333333,0,2.697487099878826,39.10452676503341,20846.566666666666
2023-01-27 03:32:04.20884801 +0000 UTC m=+4981.942837605,1674790324,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1748.7707157166274,54814.69677654344,0.0044,NaN,0.004699999999999999,NaN,0.004939999999999999,NaN,0,0,2.5509775950323665,39.10379493009147,18873.1
2023-01-27 03:33:03.879330719 +0000 UTC m=+5041.613320316,1674790383,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1663.318986131038,48298.421807747494,0.16000000000000003,0.475,0.20499999999999993,0.4875,0.241,0.4975,0.06666666666666667,0,2.830149065718368,39.096086268702955,22961.8
2023-01-27 03:34:03.928804823 +0000 UTC m=+5101.662794418,1674790443,ts-security-service-cb9788d56-zpbjx,0,0,0,0,0,0,1870.7092377587076,38698.57395254922,0.021625000000000002,0.0475,0.0233125,0.04875,0.0246625,0.04975,0.06666666666666667,0,2.8687836021576207,39.11499200470326,21715.233333333334
