time,timestamp,frontend_recommendationservice,checkoutservice_emailservice,frontend_cartservice,cartservice_redis-cart,frontend_checkoutservice,frontend_currencyservice,checkoutservice_cartservice,productcatalogservice_mysql,gateway_nats,checkoutservice_shippingservice,frontend_shippingservice,checkoutservice_productcatalogservice,frontend_adservice,checkoutservice_currencyservice,checkoutservice_paymentservice,adservice_mysql,frontend_productcatalogservice,recommendationservice_productcatalogservice
2022-08-14 07:56:48.535179031 +0000 UTC m=+21660.766980409,1660463808,0.022028301886792456,0.005,0.005766129032258064,0.6346,0.1375,0.008236607142857143,0.004428571428571428,15.3144,0.019600000000000003,0.003666666666666667,0.0036,0.003666666666666667,0.01966346153846154,0.0046,0.005,7.308,0.004131652661064425,0.009166666666666668
2022-08-14 07:57:48.58368789 +0000 UTC m=+21720.815489255,1660463868,0.021666666666666664,0.0075,0.006485507246376812,0.5642,0.3125,0.009830097087378642,0.0038000000000000004,14.090933333333332,0.019600000000000003,0.0038000000000000004,0.0034705882352941177,0.0037272727272727275,0.01866379310344828,0.01,0.0075,6.636,0.004129870129870129,0.009210526315789475
2022-08-14 07:58:48.829152807 +0000 UTC m=+21781.060954160,1660463928,0.022065217391304345,0.005,0.006225490196078431,0.5792666666666666,0.25,0.009587378640776698,0.006666666666666666,15.457733333333334,0.0212,0.0036666666666666666,0.00332,0.005625,0.0184,0.06249999999999999,0.0075,7.392,0.004138643067846608,0.00946969696969697
2022-08-14 07:59:48.834374336 +0000 UTC m=+21841.066175690,1660463988,0.024741379310344827,0.00625,0.0049375,0.6696666666666666,0.16,0.008529411764705883,0.005,16.703200000000002,0.0213,0.004,0.0036086956521739133,0.004714285714285714,0.022205882352941173,0.0048,0.00625,8.316,0.004908355795148248,0.0098125
2022-08-14 08:00:48.825348002 +0000 UTC m=+21901.057149362,1660464048,0.020263157894736844,0.0075,0.005970149253731343,0.5537333333333333,0.1375,0.008305084745762713,0.00625,13.666533333333334,0.020666666666666667,0.005,0.0033529411764705885,0.00875,0.02125,0.005833333333333333,0.0075,8.316,0.005129107981220657,0.008662790697674418
2022-08-14 08:01:48.659472273 +0000 UTC m=+21960.891273626,1660464108,0.0203125,0.0075,0.006507936507936508,0.5574,0.175,0.008283898305084747,0.0075,13.807066666666667,0.0228,0.003,0.0038,0.00625,0.02101063829787234,0.007499999999999998,0.003,7.896,0.004276315789473685,0.008457446808510639
2022-08-14 08:02:48.732565394 +0000 UTC m=+22020.964366755,1660464168,0.02007462686567164,0.005,0.004352941176470589,0.6719333333333333,0.2,0.007886363636363638,0.003,14.344266666666666,0.021266666666666666,0.0036666666666666666,0.003933333333333333,0.0075,0.019,0.075,0.005,8.484,0.004102941176470589,0.008295454545454545
2022-08-14 08:03:48.615533823 +0000 UTC m=+22080.847335194,1660464228,0.01909090909090909,0.0075,0.006805555555555555,0.5788,0.2125,0.008154205607476638,0.006,13.829066666666668,0.02,0.003,0.0033000000000000004,0.0032222222222222222,0.021079545454545455,0.005,0.0036666666666666666,7.056,0.004745454545454546,0.008114035087719297
2022-08-14 08:04:48.703535117 +0000 UTC m=+22140.935336494,1660464288,0.018035714285714283,,0.006904761904761905,0.12506666666666666,0.025,0.005511363636363635,0.005,2.603733333333333,0.019600000000000003,,,0.005,0.0175,,,1.26,0.006653846153846153,0.007692307692307692
2022-08-14 08:05:48.542201638 +0000 UTC m=+22200.774003005,1660464348,0.01857142857142857,,0.004333333333333334,0.15280000000000002,0.0375,0.005945945945945945,0.0036666666666666666,2.827266666666667,0.0228,,,0.006666666666666666,0.0175,,,1.512,0.005932203389830508,0.0075
2022-08-14 08:06:48.461951234 +0000 UTC m=+22260.693752589,1660464408,0.02090909090909091,0.0075,0.006904761904761905,0.16666666666666666,0.025,0.006696428571428571,0.006666666666666666,3.2126666666666663,0.0228,0.0035,,0.005,0.019,0.00875,0.0035,1.26,0.006746575342465753,0.008333333333333331
2022-08-14 08:07:48.582478911 +0000 UTC m=+22320.814280272,1660464468,0.020454545454545454,0.0075,0.00646875,0.6746,0.175,0.007602459016393443,0.004,14.995066666666668,0.019600000000000003,0.003,0.00375,0.004333333333333333,0.01950892857142857,0.004200000000000001,0.004,7.056,0.004058252427184466,0.008611111111111111
2022-08-14 08:08:48.609667408 +0000 UTC m=+22380.841468761,1660464528,0.019545454545454546,0.0035,0.004171428571428571,0.6939333333333333,0.25,0.007862903225806453,0.0035,14.225066666666667,0.019600000000000003,0.0032222222222222222,0.0035,0.004714285714285714,0.01894736842105263,0.006,0.003,7.224,0.004070904645476773,0.007946428571428571
2022-08-14 08:09:48.657586576 +0000 UTC m=+22440.889387930,1660464588,0.02383333333333333,0.0075,0.00488888888888889,0.6444,0.3125,0.013947368421052628,0.0036666666666666666,15.860133333333334,0.0214,0.0036666666666666666,0.0034000000000000002,0.004428571428571428,0.01918103448275862,0.033333333333333326,0.005,7.224,0.005032188841201717,0.009642857142857142
2022-08-14 08:10:48.614954383 +0000 UTC m=+22500.846755736,1660464648,0.022083333333333333,0.008,0.007006172839506173,0.662,0.4583333333333333,0.011999999999999993,0.0067857142857142855,15.202266666666667,0.019600000000000003,0.0035,0.0034761904761904765,0.004555555555555556,0.020294117647058827,0.06,0.0035,8.148,0.004404255319148936,0.008967391304347828
2022-08-14 08:11:48.761246553 +0000 UTC m=+22560.993047907,1660464708,0.022554347826086958,0.0075,0.006230769230769231,0.5938666666666667,0.2125,0.009,0.003,13.954666666666666,0.021866666666666666,0.0038571428571428567,0.00375,0.0038571428571428567,0.019852941176470587,0.03125,0.004333333333333333,6.972,0.004694545454545456,0.00923076923076923
2022-08-14 08:12:48.596638542 +0000 UTC m=+22620.828439896,1660464768,0.0192578125,0.01,0.003999999999999999,0.5923333333333334,0.25,0.014354838709677416,0.0036666666666666666,13.917066666666667,0.019600000000000003,0.003,0.0032222222222222222,0.0045,0.019642857142857142,0.003999999999999999,0.003,7.14,0.004300000000000001,0.007788461538461538
2022-08-14 08:13:48.591102898 +0000 UTC m=+22680.822904261,1660464828,0.02125,0.0075,0.006159420289855072,0.5980666666666667,0.1,0.007621951219512196,0.007,13.826933333333333,0.019600000000000003,0.0034000000000000002,0.004157894736842105,0.0075,0.019558823529411764,0.003,0.003,7.14,0.004176470588235294,0.00865
2022-08-14 08:14:48.612400641 +0000 UTC m=+22740.844201997,1660464888,0.0225,0.0075,0.006707317073170732,0.7372666666666666,0.22,0.00894396551724138,0.006666666666666666,14.5884,0.019600000000000003,0.004333333333333333,0.003636363636363637,0.003444444444444444,0.018875,0.025,0.0035,8.232,0.004380053908355794,0.008421052631578947
2022-08-14 08:15:48.541795043 +0000 UTC m=+22800.773596396,1660464948,0.75,0.004,0.004533333333333333,0.5519333333333333,0.25,0.00814814814814815,0.0034000000000000002,12.534666666666666,0.019600000000000003,0.0034000000000000002,0.003625,0.004200000000000001,0.01951923076923077,0.05416666666666666,0.003,6.636,0.004452145214521453,0.009055555555555555
2022-08-14 08:16:48.634351981 +0000 UTC m=+22860.866153335,1660465008,0.75,0.0075,0.004719999999999999,0.48433333333333334,0.375,0.006863636363636363,0.005,13.078266666666666,0.019600000000000003,0.003,0.0038,0.0075,0.018823529411764708,0.0625,0.005,6.804,0.004736,0.009464285714285715
2022-08-14 08:17:48.731809285 +0000 UTC m=+22920.963610655,1660465068,0.75,0.0075,0.0057936507936507935,0.6660666666666667,0.15625,0.007368421052631579,0.005625,15.032666666666666,0.019600000000000003,0.003333333333333333,0.0037272727272727275,0.0035263157894736847,0.02046511627906977,0.0044444444444444444,0.0045,6.468,0.004903114186851212,0.009464285714285713
2022-08-14 08:18:48.634987956 +0000 UTC m=+22980.866789309,1660465128,0.02011363636363636,0.00625,0.004758620689655172,0.7296666666666666,0.19642857142857142,0.00946629213483146,0.004200000000000001,14.7516,0.0212,0.0031333333333333335,0.0036206896551724136,0.004,0.01893617021276596,0.005,0.0036666666666666666,6.636,0.0042579710144927535,0.008235294117647058
2022-08-14 08:19:48.609885213 +0000 UTC m=+23040.841686567,1660465188,0.02025,0.005,0.004896551724137931,0.668,0.2,0.008488805970149255,0.005,14.656533333333332,0.019600000000000003,0.00325,0.003888888888888889,0.0048,0.019310344827586208,0.033333333333333326,0.006666666666666666,6.636,0.004763513513513513,0.008604651162790699
2022-08-14 08:20:48.501643223 +0000 UTC m=+23100.733444576,1660465248,0.022631578947368423,0.008125,0.00634375,0.6746666666666666,0.1375,0.008813559322033898,0.0038571428571428567,16.535733333333333,0.021733333333333334,0.003,0.0035833333333333333,0.0034000000000000002,0.02140625,0.003444444444444444,0.005833333333333333,7.308,0.0042264631043257,0.009042553191489361
2022-08-14 08:21:48.746290296 +0000 UTC m=+23160.978091660,1660465308,0.022352941176470586,0.0075,0.006071428571428571,0.5787333333333333,0.3125,0.009279661016949152,0.00625,14.242799999999999,0.02096,0.0034000000000000002,0.0031666666666666666,0.0065,0.019954545454545454,0.05,0.00625,7.812,0.00432183908045977,0.009342105263157895
2022-08-14 08:22:48.831773782 +0000 UTC m=+23221.063575143,1660465368,0.02169491525423729,0.005,0.003765432098765432,0.6934,0.19375,0.008475000000000002,0.005,15.528,0.019600000000000003,0.0032857142857142855,0.0031538461538461538,0.005,0.01972222222222222,0.01,0.0036666666666666666,7.14,0.004256064690026954,0.009487179487179488
2022-08-14 08:23:48.668151114 +0000 UTC m=+23280.899952467,1660465428,0.020805084745762713,0.0075,0.006613924050632911,0.7088,0.3125,0.04140624999999999,0.0038571428571428567,14.298133333333332,0.02,0.0032222222222222222,0.0041764705882352945,0.004142857142857143,0.022613636363636367,0.033333333333333326,0.0035,7.896,0.0046222910216718255,0.00842391304347826
2022-08-14 08:24:48.77474756 +0000 UTC m=+23341.006548913,1660465488,0.02119047619047619,0.007,0.006596385542168674,0.7416,0.25,0.009799270072992701,0.006944444444444445,15.422266666666667,0.02,0.003444444444444444,0.0032857142857142855,0.0055,0.01966346153846154,0.01,0.005,7.56,0.004729411764705881,0.008578431372549019
2022-08-14 08:25:48.772772007 +0000 UTC m=+23401.004573368,1660465548,0.02305555555555556,0.0035,0.00452112676056338,0.6772666666666667,0.25,0.009327731092436975,0.005,15.319333333333335,0.0214,0.004333333333333333,0.003461538461538461,0.005,0.018771186440677965,0.03125,0.004333333333333333,6.72,0.004434782608695652,0.008913043478260869
2022-08-14 08:26:48.486623057 +0000 UTC m=+23460.718424419,1660465608,0.022446808510638294,0.0036666666666666666,0.005889830508474576,0.5628,0.2,0.01093750000000001,0.0035714285714285713,14.988666666666665,0.019600000000000003,0.0035714285714285713,0.0033000000000000004,0.003333333333333333,0.02125,0.004454545454545455,0.005,7.98,0.004669014084507042,0.00909090909090909
2022-08-14 08:27:48.546804053 +0000 UTC m=+23520.778605415,1660465668,0.1,,0.005784313725490196,0.49539999999999995,0.175,0.008044871794871795,,6.7992,0.0228,,0.0036,,0.01929347826086956,,,5.628,0.004412280701754387,0.008597560975609757
2022-08-14 08:28:48.653937898 +0000 UTC m=+23580.885739260,1660465728,3.6011904761904763,0.0075,0.005961538461538462,0.38806666666666667,0.175,0.006033333333333333,0.005,8.1256,0.0228,0.0032857142857142855,0.003769230769230769,0.0035,0.0205,0.0045,0.0036666666666666666,3.864,0.004638297872340425,0.008666666666666668
2022-08-14 08:29:48.663001036 +0000 UTC m=+23640.894802398,1660465788,4.456521739130435,0.00875,0.004058823529411765,0.32313333333333333,0.175,0.00680379746835443,0.004,7.8332,0.0212,0.003,0.003909090909090909,0.005,0.01888888888888889,0.003999999999999999,0.00625,3.612,0.004491124260355029,0.00923913043478261
2022-08-14 08:30:48.536518028 +0000 UTC m=+23700.768319392,1660465848,5.909090909090909,0.0075,0.006022727272727273,0.27246666666666663,0.15625,0.005271739130434783,0.005,5.4232,0.019600000000000003,0.003,0.0031666666666666666,0.004333333333333333,0.01984375,0.004200000000000001,0.00625,1.932,0.004343065693430657,0.008977272727272726
2022-08-14 08:31:48.67785594 +0000 UTC m=+23760.909657294,1660465908,7.1875,0.006875,0.006195652173913043,0.26280000000000003,0.2,0.006011904761904761,0.004333333333333333,5.425333333333333,0.019600000000000003,0.0032222222222222222,0.0035714285714285713,0.005833333333333333,0.019473684210526317,0.0225,0.003,2.184,0.003971830985915493,0.008452380952380953
2022-08-14 08:32:48.719021442 +0000 UTC m=+23820.950822820,1660465968,0.02236842105263158,0.006875,0.006408450704225352,0.6290666666666668,0.2,0.008058035714285715,0.005,15.4556,0.0212,0.0032222222222222222,0.004058823529411765,0.00625,0.019072580645161288,0.004076923076923077,0.00625,7.14,0.004263440860215054,0.009333333333333334
2022-08-14 08:33:48.546523791 +0000 UTC m=+23880.778325144,1660466028,0.020978260869565214,0.0075,0.005661764705882353,0.7022666666666667,0.175,0.007865853658536585,0.006538461538461538,15.178133333333333,0.0212,0.0034,0.003461538461538461,0.004636363636363636,0.020294117647058827,0.004411764705882353,0.003999999999999999,7.644,0.004304347826086957,0.009127906976744185
2022-08-14 08:34:48.824478779 +0000 UTC m=+23941.056280133,1660466088,0.021045454545454548,0.003,0.004188405797101449,0.5774,0.175,0.010258620689655171,0.00625,14.482666666666667,0.019600000000000003,0.003,0.0034761904761904765,0.004,0.021173469387755103,0.00875,0.003,7.056,0.004627118644067796,0.00875
2022-08-14 08:35:48.896758237 +0000 UTC m=+24001.128559591,1660466148,0.020684931506849316,0.007222222222222222,0.005933333333333334,0.7751333333333333,0.235,0.007673913043478261,0.005,15.420133333333332,0.019600000000000003,0.0038571428571428567,0.00375,0.005625000000000001,0.02,0.005,0.004333333333333333,7.392,0.004199999999999999,0.008508064516129033
2022-08-14 08:36:48.718992922 +0000 UTC m=+24060.950794303,1660466208,0.021680327868852458,0.0075,0.00572463768115942,0.7915333333333333,0.16,0.008130252100840335,0.0038571428571428567,16.280933333333333,0.0212,0.003,0.003206896551724138,0.0038571428571428567,0.01981818181818182,0.004333333333333334,0.003,7.476,0.004164619164619164,0.00909090909090909
2022-08-14 08:37:48.544861791 +0000 UTC m=+24120.776663154,1660466268,0.022155172413793105,0.006666666666666666,0.004260273972602741,0.7759333333333333,0.25,0.009919354838709678,0.005,14.306666666666667,0.019600000000000003,0.0032857142857142855,0.0044444444444444444,0.0075,0.019545454545454546,0.025,0.0036666666666666666,7.896,0.00470414201183432,0.00909090909090909
2022-08-14 08:38:48.547060519 +0000 UTC m=+24180.778861873,1660466328,0.7142857142857144,0.00625,0.006116071428571429,0.5398666666666667,0.175,0.009567901234567902,0.003,9.872,0.021733333333333334,0.003,0.005,0.005,0.018804347826086955,0.0038000000000000004,0.003,5.796,0.004514893617021278,0.008273809523809524
2022-08-14 08:39:48.573369877 +0000 UTC m=+24240.805171240,1660466388,1.72,0.007083333333333334,0.0070416666666666666,0.5304666666666666,0.2125,0.009537037037037038,0.00425,11.068533333333333,0.021733333333333334,0.0035454545454545456,0.0038571428571428567,0.003999999999999999,0.01932432432432432,0.004714285714285714,0.0045,4.368,0.004525862068965517,0.008597560975609757
2022-08-14 08:40:48.490769126 +0000 UTC m=+24300.722570511,1660466448,1.615,0.005,0.00425,0.37726666666666664,0.1,0.00782608695652174,0.005,10.194933333333333,0.0212,0.004200000000000001,0.003444444444444444,0.005555555555555556,0.019285714285714285,0.004076923076923077,0.006666666666666666,5.88,0.00428448275862069,0.008461538461538461
2022-08-14 08:41:48.861008952 +0000 UTC m=+24361.092810334,1660466508,0.9615384615384615,0.008125,0.0059722222222222225,0.4891333333333333,0.225,0.009555555555555555,0.00725,13.547333333333334,0.0212,0.0032222222222222222,0.004,0.00375,0.02005681818181818,0.0175,0.0035,6.048,0.00552570093457944,0.008928571428571428
2022-08-14 08:42:48.756513229 +0000 UTC m=+24420.988314583,1660466568,0.02108695652173913,0.0075,0.00640625,0.6729333333333333,0.19,0.008762886597938143,0.005625,16.7912,0.019600000000000003,0.003333333333333333,0.003909090909090909,0.0041111111111111105,0.020471698113207547,0.003999999999999999,0.0045,7.644,0.005146443514644352,0.008928571428571428
2022-08-14 08:43:48.75915898 +0000 UTC m=+24480.990960344,1660466628,0.0221875,0.0075,0.0043731343283582086,0.746,0.2,0.00941304347826087,0.005833333333333333,14.654399999999999,0.019600000000000003,0.0032222222222222222,0.0033076923076923075,0.0071428571428571435,0.019342105263157897,0.004454545454545455,0.0035,7.56,0.0045878787878787875,0.009407894736842106
2022-08-14 08:44:48.957452181 +0000 UTC m=+24541.189253556,1660466688,0.023882978723404256,0.007,0.005409090909090909,0.6098666666666667,0.15625,0.0070794392523364485,0.005,15.921866666666666,0.0228,0.0032222222222222222,0.0034761904761904765,0.003,0.01962264150943396,0.0044,0.003,7.56,0.004777049180327869,0.009166666666666667
2022-08-14 08:45:48.662193112 +0000 UTC m=+24600.893994464,1660466748,0.020928571428571432,0.006666666666666666,0.00573943661971831,0.7459333333333332,0.19,0.007659090909090908,0.0071428571428571435,14.8524,0.019600000000000003,0.003,0.003666666666666667,0.0035714285714285713,0.02021551724137931,0.0036,0.005,8.232,0.005234962406015037,0.008491379310344828
2022-08-14 08:46:48.531349024 +0000 UTC m=+24660.763150377,1660466808,0.020714285714285716,0.005625,0.005290697674418604,0.5520666666666667,0.2125,0.00896551724137931,0.0041111111111111105,15.1476,0.019600000000000003,0.0035454545454545456,0.00425,0.005,0.01903061224489796,0.004833333333333334,0.0045,7.056,0.004857142857142858,0.0085
2022-08-14 08:47:48.704475454 +0000 UTC m=+24720.936276813,1660466868,0.0203,0.006875,0.00425,0.7911333333333334,0.5625,0.009478021978021977,0.0038000000000000004,15.963733333333334,0.0212,0.003333333333333333,0.0037333333333333333,0.003909090909090909,0.019375,0.00875,0.003,8.148,0.004492682926829269,0.00841346153846154
2022-08-14 08:48:48.667898474 +0000 UTC m=+24780.899699827,1660466928,0.020526315789473684,0.0075,0.006678082191780822,0.5942000000000001,0.2,0.008577981651376148,0.004,13.402533333333333,0.0228,0.004,0.003769230769230769,0.0036666666666666666,0.01966101694915254,0.0038000000000000004,0.004,8.148,0.004513513513513513,0.008031914893617022
2022-08-14 08:49:48.692665225 +0000 UTC m=+24840.924466588,1660466988,0.023382352941176472,0.0075,0.007157534246575344,0.6760666666666667,0.5,0.025961538461538473,0.006666666666666666,14.794933333333333,0.019600000000000003,0.003,0.0036,0.004,0.01995689655172414,0.005,0.005,7.812,0.005354477611940299,0.009125
2022-08-14 08:50:48.582241654 +0000 UTC m=+24900.814043008,1660467048,0.02268181818181818,0.0035,0.004737704918032787,0.6654,0.28125,0.0095,0.0032222222222222222,13.518933333333333,0.0212,0.0032222222222222222,0.004047619047619047,0.0032857142857142855,0.019764150943396223,0.0375,0.0035,7.392,0.004076923076923077,0.009024390243902438
2022-08-14 08:51:48.921848644 +0000 UTC m=+24961.153650007,1660467108,8.035714285714285,0.0175,0.0060526315789473685,0.2482666666666667,0.375,0.007441860465116279,0.005,4.1224,0.019600000000000003,0.003,0.004,0.003,0.01923076923076923,0.0038000000000000004,0.0075,2.1,0.005546875000000001,0.00828125
2022-08-14 08:52:48.901101443 +0000 UTC m=+25021.132902798,1660467168,18.421052631578945,0.0075,0.006704545454545455,0.1454,,0.007989130434782608,0.005,3.2026666666666666,0.019600000000000003,0.003,0.003,0.0075,0.0205,0.005,0.003,2.604,0.004382716049382715,0.00875
2022-08-14 08:53:48.604587929 +0000 UTC m=+25080.836389285,1660467228,19.047619047619047,0.0175,0.00631578947368421,0.14106666666666667,0.175,0.0075,0.0075,3.5128000000000004,0.019600000000000003,0.005,0.0045,0.0075,0.018035714285714283,0.005,0.0075,1.848,0.0038799999999999998,0.008833333333333334
2022-08-14 08:54:48.555081074 +0000 UTC m=+25140.786882428,1660467288,0.03645833333333333,0.008333333333333331,0.005887096774193548,0.3092,0.2,0.007698412698412697,0.0075,14.711200000000002,0.019600000000000003,0.0036666666666666666,0.003909090909090909,0.007083333333333334,0.0184375,0.004142857142857143,0.0036666666666666666,4.872,0.004141666666666667,0.008839285714285713
2022-08-14 08:55:48.612258705 +0000 UTC m=+25200.844060069,1660467348,0.020204918032786887,0.005,0.0061231884057971015,0.5584,0.1,0.00894308943089431,0.006875,14.652266666666666,0.02125,0.0036666666666666666,0.0036315789473684214,0.0075,0.019051724137931034,0.0036666666666666666,0.003,7.728,0.004111731843575419,0.00803191489361702
2022-08-14 08:56:48.818532714 +0000 UTC m=+25261.050334068,1660467408,0.0215,0.0045,0.004723076923076924,0.7936666666666666,0.29166666666666663,0.026499999999999992,0.0041111111111111105,14.352799999999998,0.019600000000000003,0.0045,0.0039000000000000003,0.004555555555555556,0.019025423728813558,0.06250000000000001,0.003,7.392,0.004617391304347827,0.008705357142857143
2022-08-14 08:57:48.586543164 +0000 UTC m=+25320.818344518,1660467468,0.021517857142857148,0.00875,0.006048387096774194,0.7022,0.3125,0.009650537634408603,0.005,15.206533333333333,0.02,0.003181818181818182,0.0036,0.0038,0.02076086956521739,0.0075,0.004,7.896,0.005096153846153846,0.009184782608695652
2022-08-14 08:58:48.624711221 +0000 UTC m=+25380.856512584,1660467528,0.0204296875,0.006666666666666666,0.0059765625,0.596,0.19375,0.009174757281553399,0.006666666666666666,14.066799999999999,0.02,0.003,0.0035000000000000005,0.004,0.01894736842105263,0.0035,0.003,6.804,0.004425149700598803,0.008511904761904762
2022-08-14 08:59:48.657877379 +0000 UTC m=+25440.889678746,1660467588,0.020636363636363637,0.004,0.00401449275362319,0.5848666666666666,0.2,0.009916666666666664,0.0034000000000000002,13.395466666666668,0.02,0.004,0.005,0.0032857142857142855,0.019375,0.008749999999999997,0.003,5.88,0.004379310344827586,0.008444444444444445
2022-08-14 09:00:48.759790834 +0000 UTC m=+25500.991592196,1660467648,0.0225,0.0075,0.0069191919191919195,0.7934,0.205,0.009673913043478262,0.006071428571428571,14.372666666666666,0.019600000000000003,0.004714285714285714,0.003666666666666667,0.0047777777777777775,0.022102272727272727,0.005,0.0045,7.98,0.005767918088737201,0.009456521739130435
2022-08-14 09:01:48.656019632 +0000 UTC m=+25560.887820986,1660467708,0.020848214285714286,0.0075,0.006008064516129032,0.5746666666666667,0.225,0.00839430894308943,0.0075,12.2536,0.02,0.003,0.003842105263157895,0.004333333333333333,0.01944444444444444,0.06,0.00625,7.056,0.004225396825396826,0.008622448979591838
2022-08-14 09:02:48.777400711 +0000 UTC m=+25621.009202093,1660467768,,,0.004,0.07233333333333333,,0.008,,0.9182666666666667,0.020666666666666667,,0.005,,0.02125,,,1.008,0.005,0.008214285714285714
2022-08-14 09:03:48.84704236 +0000 UTC m=+25681.078843714,1660467828,,,0.0071875,0.07433333333333333,,0.007368421052631579,,1.4682666666666666,0.019600000000000003,,0.00625,,0.0175,,,0.672,0.005,0.009375
2022-08-14 09:04:48.670257623 +0000 UTC m=+25740.902058985,1660467888,26.666666666666664,,0.006875,0.06573333333333334,,0.0068000000000000005,,0.8146666666666667,0.019600000000000003,,0.0075,,0.03125,,,0.84,0.005263157894736843,0.009166666666666667
2022-08-14 09:05:48.52800368 +0000 UTC m=+25800.759805033,1660467948,0.021875,0.007,0.005443548387096774,0.6894666666666667,0.19375,0.008828828828828829,0.004,15.695466666666666,0.0212,0.003666666666666667,0.0035517241379310347,0.0061111111111111106,0.020714285714285716,0.007000000000000001,0.005,7.308,0.004369565217391304,0.00931818181818182
2022-08-14 09:06:48.559475306 +0000 UTC m=+25860.791276658,1660468008,0.027439024390243903,0.00875,0.006744186046511627,0.6763333333333333,0.225,0.007833333333333335,0.004,14.3024,0.019600000000000003,0.004,0.004090909090909091,0.0045,0.019951923076923075,0.005,0.004,6.384,0.004818749999999999,0.015113636363636366
2022-08-14 09:07:48.632140473 +0000 UTC m=+25920.863941827,1660468068,0.022,0.007,0.006380597014925373,0.6092000000000001,0.175,0.016328124999999992,0.0075,13.811333333333334,0.019600000000000003,0.0032,0.0037619047619047623,0.006071428571428571,0.020597826086956518,0.053125,0.004,6.636,0.0044358974358974365,0.00951388888888889
2022-08-14 09:08:48.759321492 +0000 UTC m=+25980.991122846,1660468128,0.022,0.004333333333333333,0.004655172413793103,0.6342666666666666,0.09166666666666666,0.00786697247706422,0.0038571428571428567,12.9888,0.019600000000000003,0.0032222222222222222,0.0033000000000000004,0.005833333333333333,0.02085106382978723,0.005,0.005833333333333333,7.392,0.00445928338762215,0.009342105263157895
2022-08-14 09:09:48.736702761 +0000 UTC m=+26040.968504114,1660468188,0.019905660377358494,0.008125,0.0064130434782608695,0.6161333333333333,0.25,0.028378378378378366,0.005833333333333333,14.137066666666668,0.019600000000000003,0.0032222222222222222,0.0034705882352941177,0.003461538461538461,0.020691489361702124,0.0062499999999999995,0.003,7.308,0.004547297297297297,0.008977272727272726
2022-08-14 09:10:48.641587783 +0000 UTC m=+26100.873389137,1660468248,0.021470588235294116,0.005,0.005141509433962264,0.6122000000000001,0.375,0.034051724137931026,0.006,13.9788,0.0228,0.004200000000000001,0.0035263157894736847,0.004333333333333334,0.019272727272727275,0.0675,0.0036666666666666666,7.056,0.004128358208955223,0.0085
2022-08-14 09:11:48.476095317 +0000 UTC m=+26160.707896672,1660468308,0.021076923076923073,0.0036666666666666666,0.004200000000000001,0.7536,0.145,0.00918141592920354,0.0055,13.631066666666667,0.0228,0.0035714285714285713,0.0035833333333333333,0.0047777777777777775,0.02024038461538461,0.00423076923076923,0.005,8.064,0.004556164383561644,0.00885
2022-08-14 09:12:48.628353602 +0000 UTC m=+26220.860154962,1660468368,0.0205,0.01,0.006052631578947369,0.5164,0.3125,0.007142857142857143,0.004200000000000001,16.14613333333333,0.019600000000000003,0.004200000000000001,0.0036,0.005,0.020047169811320757,0.004555555555555556,0.005,7.476,0.004314606741573033,0.00855
2022-08-14 09:13:48.652539585 +0000 UTC m=+26280.884340938,1660468428,0.0203125,0.007083333333333334,0.006373239436619718,0.657,0.19642857142857142,0.008503937007874017,0.005625,12.744,0.0212,0.003333333333333333,0.0034000000000000002,0.005625,0.019411764705882354,0.005,0.003,7.308,0.004457317073170731,0.008490566037735849
2022-08-14 09:14:48.601413326 +0000 UTC m=+26340.833214705,1660468488,0.021863636363636363,0.004,0.004704918032786885,0.5712666666666667,0.75,0.006431451612903226,0.005,14.134933333333333,0.0228,0.375,0.375,0.005833333333333333,0.019736842105263157,0.005,0.004,7.812,0.004376044568245125,0.009
2022-08-14 09:15:48.569638929 +0000 UTC m=+26400.801440281,1660468548,0.022,0.007,0.006,0.7078666666666666,0.7916666666666666,0.0061805555555555555,0.0059375,15.292399999999999,0.019600000000000003,0.375,0.375,0.004142857142857143,0.019519230769230768,0.003833333333333333,0.005,7.476,0.0042446808510638295,0.009130434782608695
2022-08-14 09:16:48.648314848 +0000 UTC m=+26460.880116204,1660468608,0.0235,0.008125,0.006578947368421053,0.6224666666666667,1.75,0.009955357142857143,0.0064285714285714285,13.355733333333333,0.019600000000000003,0.375,0.375,0.0035714285714285713,0.01944444444444444,0.0095,0.0035,6.804,0.004992565055762082,0.010441176470588233
2022-08-14 09:17:48.79464698 +0000 UTC m=+26521.026448343,1660468668,0.021120689655172414,0.005,0.004037974683544304,0.7044,0.6666666666666667,0.009768041237113402,0.004555555555555556,16.4988,0.0212,0.004555555555555556,0.01,0.0036666666666666666,0.019375,0.004294117647058824,0.0036666666666666666,7.392,0.004568862275449102,0.008666666666666668
2022-08-14 09:18:48.670910498 +0000 UTC m=+26580.902711851,1660468728,0.022397959183673467,0.0075,0.006098484848484849,0.6982,0.25,0.00872093023255814,0.005833333333333334,16.4832,0.0228,0.003,0.003952380952380953,0.007,0.01870535714285714,0.05714285714285714,0.004,6.804,0.004399416909620991,0.0095625
