Time,TimeStamp,PodName,CpuUsage(m),CpuUsageRate(%),MemoryUsage(Mi),MemoryUsageRate(%),SyscallRead,SyscallWrite,NetworkReceiveBytes,NetworkTransmitBytes,PodClientLatencyP90(s),PodServerLatencyP90(s),PodClientLatencyP95(s),PodServerLatencyP95(s),PodClientLatencyP99(s),PodServerLatencyP99(s),PodWorkload(Ops),PodSuccessRate(%),NodeCpuUsageRate(%),NodeMemoryUsageRate(%),NodeNetworkReceiveBytes
2022-08-14 01:55:48.068922852 +0000 UTC m=+0.300724207,1660442148,currencyservice-cf787dd48-vpjrd,10.725831495946963,53.62561614040473,37.4453125,29.254150390625,0,0,25329.189457981105,102454.64232435888,0.004992322456813819,0.09717105263157896,0.0118749999999995,0.17138888888888879,0.04738636363636358,0.24761111111111114,21.533333333333335,0,9.156094870380482,12.641484901406072,78836.33333333333
2022-08-14 01:56:48.042248442 +0000 UTC m=+60.274049811,1660442208,currencyservice-cf787dd48-vpjrd,14.393768244617453,71.96884122308725,35.93359375,28.0731201171875,0,0,24678.67464905037,93755.98678777869,0.007302197802197806,0.2133009708737864,0.008912087912087916,0.23820388349514565,0.017800000000000135,0.5724999999999956,23.533333333333335,0,9.371031913954997,12.67929633651104,78894.1
2022-08-14 01:57:48.116115015 +0000 UTC m=+120.347916398,1660442268,currencyservice-cf787dd48-vpjrd,14.252687363320865,71.26343681660433,36.02734375,28.1463623046875,0,0,26516.640551551238,103007.58382952053,0.006924137931034482,0.17790322580645157,0.009065517241379308,0.2212096774193547,0.03274999999999998,0.35083333333333255,22.933333333333334,0,8.819303583451433,12.652316047978077,78751.96666666666
2022-08-14 01:58:48.025441535 +0000 UTC m=+180.257242890,1660442328,currencyservice-cf787dd48-vpjrd,13.363827633182895,66.81913816591447,36.34765625,28.3966064453125,0,0,24039.599967739334,112932.33325268168,0.00975,0.17342105263157903,0.02328947368421051,0.22092105263157905,0.048206521739130336,0.39125000000000093,24.53333333333333,0,21.143352100634583,19.346013418424512,5293194.066666666
2022-08-14 01:59:48.003554393 +0000 UTC m=+240.235355749,1660442388,currencyservice-cf787dd48-vpjrd,13.394141380030522,66.9707069001526,36.2734375,28.338623046875,0,0,29112.676056338027,133501.342686469,0.007645454545454548,0.08882352941176469,0.016482142857142806,0.1254999999999996,0.07633333333333318,0.23709999999999978,23.866666666666667,0,19.646178467903386,23.73843366495995,5660407.833333333
2022-08-14 02:00:48.02397454 +0000 UTC m=+300.255775902,1660442448,currencyservice-cf787dd48-vpjrd,9.223172659066194,46.11490797657876,36.7578125,28.717041015625,0,0,26170.139398385913,105666.91122523844,0.0066213235294117646,0.09830645161290322,0.008917279411764702,0.18249999999999994,0.028187499999999244,0.31949999999999995,24.866666666666667,0,19.371003974440747,28.703270250036045,5525260.033333333
2022-08-14 02:01:48.026309622 +0000 UTC m=+360.258110977,1660442508,currencyservice-cf787dd48-vpjrd,12.588237946238992,62.94118973119496,36.39453125,28.4332275390625,0,0,24833.077653590473,102140.98911534809,0.004902398331595412,0.06945945945945954,0.007523437499999988,0.09148648648648652,0.022859999999999943,0.24442857142857258,21,0,18.22698405838755,30.76584744330053,5735376.966666667
2022-08-14 02:02:48.197818997 +0000 UTC m=+420.429620353,1660442568,currencyservice-cf787dd48-vpjrd,12.60620936706425,63.03104683532125,36.421875,28.45458984375,0,0,22821.096793527122,56551.79302766957,0.0066022727272727335,0.10267857142857127,0.009806818181818177,0.18973214285714277,0.1372000000000007,0.3958333333333344,19.599999999999998,0,19.500712650558626,30.7328661140993,5360432.633333334
2022-08-14 02:03:48.232046348 +0000 UTC m=+480.463847710,1660442628,currencyservice-cf787dd48-vpjrd,9.233807545816218,46.16713863812051,36.53125,28.5400390625,0,0,26553.383220910626,98003.26728499157,0.007916666666666667,0.1308571428571429,0.015550000000000012,0.20971428571428577,0.054642857142857465,0.44000000000000067,26.2,0,18.621167503960155,30.727182201596428,5263357.233333333
2022-08-14 02:04:48.310942555 +0000 UTC m=+540.542743915,1660442688,currencyservice-cf787dd48-vpjrd,13.37234659455416,66.8617329727708,36.6640625,28.643798828125,0,0,26435.51352771211,73414.93739602488,0.007769230769230775,0.09045977011494252,0.018823529411764826,0.12531249999999997,0.04918367346938784,0.614,26,0,18.923933209649135,30.758358339702323,5472124.933333334
